name,Decade,Year,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
W13,2000,2005,12,12,-0.0032469293688672,-0.0011948366601654,0.0020520927087018,-0.0279521436191304,-0.0023293453015942,-0.0024395008930172,0.000545556164687618,-0.0032469293688672,-0.0032469293688672,-0.0026714571186186,-0.0018570927029499,0.0008143644156687
W27,2000,2005,12,12,-0.0032963976263999,-0.001761645078659,0.0015347525477409,-0.0298047251999374,-0.00248372709999478,-0.00252565951086575,0.000425637623016408,-0.0032963976263999,-0.0032963976263999,-0.00275235436856745,-0.00220873905345795,0.0005436153151095
W19,2000,2005,12,12,-0.0032496743719155,-0.0022788518426173,0.0009708225292982,-0.0346752483838173,-0.00288960403198478,-0.00290826760131335,0.00025020799617283,-0.0032496743719155,-0.0032496743719155,-0.00303392737915465,-0.00279567002412935,0.0002382573550253
W2,2000,2005,12,12,-0.0042409542948007,-0.0028978281964858,0.0013431260983149,-0.0412405555446937,-0.00343671296205781,-0.0033772628133495,0.000333857140744489,-0.0042409542948007,-0.0042409542948007,-0.00350870223095015,-0.0032673443978031,0.00024135783314705
W11,2000,2005,12,12,-0.0038433954049551,-0.0023719035280232,0.0014714918769319,-0.0372726798804413,-0.00310605665670344,-0.00304926778068765,0.000367243004834281,-0.0038433954049551,-0.0038433954049551,-0.0032379116972722,-0.00295709015565375,0.00028082154161845
W26,2000,2005,12,12,-0.0033126275549889,-0.002074485716856,0.0012381418381329,-0.033794491604131,-0.00281620763367758,-0.0028316976685002,0.000290818514585638,-0.0033126275549889,-0.0033126275549889,-0.0029952515181657,-0.00275133486974535,0.00024391664842035
W20,2000,2005,12,12,-0.0036333755529384,-0.0024241061008787,0.0012092694520597,-0.0377625600124379,-0.00314688000103649,-0.0031708823334889,0.000324387267980722,-0.0036333755529384,-0.0036333755529384,-0.0033429646747067,-0.00302250912963635,0.00032045554507035
W6,2000,2005,12,12,-0.0032706841205557,-0.0013090716674923,0.0019616124530634,-0.0269542665531232,-0.00224618887942693,-0.00225852041815715,0.000520947272558503,-0.0032706841205557,-0.0032706841205557,-0.0025434272053341,-0.00189650943502775,0.00064691777030635
W32,2000,2005,12,12,-0.0035124789554204,-0.0020655367700329,0.0014469421853875,-0.0344923589600025,-0.00287436324666688,-0.00296076353844065,0.000375273853177285,-0.0035124789554204,-0.0035124789554204,-0.00310066891764625,-0.0027119994231126,0.00038866949453365
W12,2000,2005,12,12,-0.0041290062465635,-0.0030275875635489,0.0011014186830146,-0.0407741954742978,-0.00339784962285815,-0.0033157259912127,0.000307591246885843,-0.0041290062465635,-0.0041290062465635,-0.003535470782168,-0.0031849718784514,0.0003504989037166
W33,2000,2005,12,12,-0.0032891069330281,-0.0015618573125443,0.0017272496204838,-0.028687197065978,-0.00239059975549817,-0.0024497887103435,0.000455684980367061,-0.0032891069330281,-0.0032891069330281,-0.0026614119079309,-0.00206479604928485,0.00059661585864605
W14,2000,2005,12,12,-0.0041964799037547,-0.0027221217724432,0.0014743581313115,-0.0390483904430007,-0.00325403253691673,-0.00316160164122525,0.000418857860237583,-0.0041964799037547,-0.0041964799037547,-0.0035104893300796,-0.0029404953962902,0.0005699939337894
W28,2000,2005,12,12,-0.0040267737757696,-0.0023071353684542,0.0017196384073154,-0.0366849508995828,-0.0030570792416319,-0.00301723990733325,0.000518581840173153,-0.0040267737757696,-0.0040267737757696,-0.00347761887811415,-0.0025692492905886,0.00090836958752555
